text, labeling
환경을 생각하면서도 직접 나서기는 망설여 졌는데 이렇게 일상생활속에서 실천할 수 있는 방법을 구체적으로 알려주니 정말 좋은거 같아요! 위 영상을 바탕으로 환경보호에 더욱 신경써야 겠다고 생각하게 되었어요, 0
우리 다 같이 할 수 있는 것들은 실천 해봅니다!^^, 0
지구환경 문제는 소비의 반란에 의해 심화됩니다. 소비를 줄이는 것만이 해답이지만 그리 쉽지 않지요. 소비자들의 노력이 있어야 해결이 가능합니다. 유튜브 소비의 반란에 놀러오세요. 같이 생각해 볼 수 있습니다. 감사합니다., 2
많은 도움 되었습니다 고맙습니다~, 1
이 영상을 보고 환경보호를 위해 일상에서 실천할 수 있는 행동들에 대해 알게되었습니다. 유익한 영상 감사합니다. 이렇게 자세하게 정리하여 영상으로 보니 저도 일상 속에서 작은 실천부터 해야겠다는 생각이 드네요., 0
"이 영상을 통해 환경보호를 위해 무엇을 할 수 있는지 배웠습니다. 환경 보호는 우리 세대 뿐만 아니라 다음 세대를 위한 필수 요소라고 생각합니다. 우리 사회가 환경오염의 심각성을 깨닫고 국가와 기업, 개인이 함께 노력하여 환경을 보호하기를 바랍니다.", 1
혹시 캔들도 환경에 유해한 건가요? 태우면 더 안 좋은 거죠? 천연 콩오일로 들어간 재료들로 만드는 것도 문제가 될까요?, 2
"계란껍질, 양파껍데기.. 일반쓰레기는 좀 이해가 될듯도 한데.. 왜 파인애플이 일반쓰레기인지 이유를 알려주셨으면 좋겠네요.. 이렇게 설명하면.. 하나하나 다 물어봐야하나요? 아보카도씨는 일반쓰레기? 일반쓰레기와 음식물쓰레기의 분류기준을 알려주세요..", 3
"이 영상을 통해 환경보호에 대해 우리가 할 수 있는 것들이 어떠한 것이 있는지 돌아보는 계기가 되었습니다. 환경보호는 우리 세대만을 위한 것이 아닌 미래 세대를 위해서도 꼭 필요하다고 생각합니다. 우리 사회가 환경오염의 심각성을 깨닫고, 환경을 지키기 위해 국가, 기업, 개인이 모두 협력하여 환경보호에 힘썼으면 좋겠습니다", 0
지금 이렇게 올려도 약간의 사람들 빼고 아무도 아무도 실천을 하지 않습니다. 인구 71억 100000000000000000000000000000000000분의 1도 하지 않습니다, 3
진짜 먼일이 아니니 정신을 차려야겠다, 2
마트 다녀오셨어요, 2
"장보기에 장바구니는 몰라도 파를 천에, 또 다른건 양파망에,,다회용기에,, 이런건 정말 어렵다", 2
페트병 도 뚜껑을 분리 해서 버리 나요?, 2
잘보고 가요, 1
남자 임슬옹님 닮았어요! 잘 보고 가요~, 2
배움은 끝이 없는 것 같습니다. 냅킨대신 수건을 이용할 생각은 정말 해보지 않았는데..아마도 불편함을 감수하고 싶지 않았기에 깊이 생각하지 못했다는 생각이 듭니다., 2
좋은아이디어와 환경도 지킬수있는 영상이네요 이런 영상들을 많이 보면 더욱 더 좋을것같아요 그리고영상으로 해서 쉽게이해할수있어서 좋은것 같아요, 1
"와 정말 좋은 정보 감사해요! 햇갈리는 쓰레기들을 어떻게 분리수거하는지 자세히 나와있어서 정말 좋네요. 휴지롤 하나 생산하는데 사용되는 나무가 30년생 나무라는건 좀 충격이었어요. 앞으로도 환경을 위한, 우리를 위한 영상 많이 만들어 주세요.", 1
유익한 영상 잘봤습니다., 1
"이렇게 웹드라마식으로 환경을 지키는 방법을 알려주시니 정말 쉽게 잘 이해가 되고 오래 기억할 수 있을 것 같아요! 좋은 아이디어들, 방법들을 잘 기억하고 환경을 위한 한걸음을 같이 걸어야겠어요!", 0
동의 부탁드립니다 그리고 전달 전달 해서 널리 알려주세요., 2
환경 문제가 심각한 것은 알고있었지만 구체적으로 환경을 지키는 방법은 잘 몰랐는데 영상으로 알려주셔서 이제부터라도 실천 할 수 있을 것 같습니다. 좋은 정보 알려주셔서 감사합니다!, 0
환경 문제가 점점 심각해지고 있는 상황에 우리가 일상생활 속에서 환경을 지키기 위해 할 수 있는 정보들을 알 수 있는 유익한 동영상이네요. 알려주신 정보들을 바탕으로 환경 보호에 열심히 동참하겠습니다!, 0
"환경은 우리가 살아가는 터전이기에 정말 중요하다고 생각합니다. 인간은 환경 안에서 살아가기 때문에 미래를 위해서도 환경은 중요합니다. 이러한 환경을 지키기 위해서는 모두가 사소한 것을 지켜나가고 실천해가는 것이 첫 발걸음이라고 생각합니다. 우리 모두 지구를, 환경을, 미래를 위하는 사람이 되었으면 좋겠어요.", 0
최근에 환경오염문제가 심각해져 환경 보호와 관련된 소재가 중요한 사안으로 자주 등장하는데 있어 환경을 지키는 7가지 꿀팁을 소개한 이번 영상은 정말 많은 도움이 되었어요 일회용 플라스틱 컵이 아닌 텀블러를 사용하고 휴지 대신 손수건으로 대체하는 등 사소한 행동 하나부터 차근차근 변화를 준다면 환경을 보호하는데 같이 동참할 수 있다고 생각하고 좋은 영상 좋은 정보 정말 감사해요 꼭 실천해보도록 할게요!, 0
연구결과로 10년뒤에는 이제 막을 수 없는 상황이 온다네요 ㅠㅠ 한사람이라도 더 환경을 생각해주었으면..ㅠㅠ, 2
신선하네요 브이로그인가 드라마인가 우유 대신 두유팩 초이스도 귣센스, 1
"많은 사람들이 알 수 있도록 올려주세요! 쌓인 이메일 삭제나 메시지, 통화기록 삭제하는것도 온실가스 배출을 줄일 수 있어요! 데이터 센터에서 정보를 보관하는데에 많은 열이 발생하는데 그 열을 식히기 위해 엄청난 에어컨이 가동된다고 해요 그래서 데이터들을 삭제하는 습관도 온실기체 줄이는데 도움이 되요!", 1
환경보호를 위해 할수있는것들이 생각보다 많은것같아요. 좋은 영상 감사합니당!, 0
우유팩이 종이가 아니라면 어디에 버려야 하나요?, 2
생활속에서 우리가 할수 있는 환경을 위함 꿀팁이 많네요. 몰랐던 사실을 알았거든요. 작은것 부터 실천해야 겠어요. 장바구니 비닐부터 줄여야 곗어요., 0
1. 천주머니니 저따위 부피 많이 차지하는 것 말고 장 볼 때 비밀봉투 몇개 가져가고 그 봉투 버리지 말고 계속 사용해. 야채 같은 것은 담기 전에는 미리 물로만 씻고 말려. 2. 페트병 분리수거 하기 전에 비닐 제거해야 재활용 가능해. 3. 공공 화장실 손 씻을 때는 물을 받고 씻어. 배수 처리장도 화학물질 사용해서 환경오염 시킨다. 그리고 남자들 소변 보기 전후 각각 손 씻어야해. 소변 볼 때 그곳을 잡으면 오염물질 묻으니까. 특히 소변 보기 전에 씻는 것이 중요하다., 1
인간이 죽는게 친환경이다, 3
지구를 위해 미래를 위해 실천하겠습니다. 좋은 정보 감사합니다~, 0
베이킹소다로 텀블러닦는법 잘 배우고 갑니다 분무기로 청소하는법도요 분리수거 하는 방법을 잘 몰랐는네 도움이 되네요 조금 더 신경써서 실천해보도록 할께요 책상아래 콘센트 뽑고 나가는 것 부터 실천해볼께요 많이 도움이 되는 정보입니다, 0
잘보고 갑니다. 모두들 행복하세요~, 1
좋은 정보 감사합니다. 최고!, 1
"오랜습관탓에 실천하기 쉽지않지만 장바구니, 텀블러는 항상 가지고 다닙니다", 1
좋은 아이디어들이 많네요~ 헷갈리는 분리수거도 잘할 수 있을 것 같고 행주 삶을때도 과탄산수소를 이용해보아야 겠어요~^^, 0
찌든때 소다 이용해서 제거해봐야겠어요~^^, 0
환경을 생각하면서도 직접 나서기는 망설여졌는데 이렇게 일상생활 속에서 조금은 귀찮지만 사소하게 실천하면서 습관을 만들면 환경이 덜 오염되고 환경을 위해 일해주시는 분들이 고생을 조금이라도 덜 할 수 있을 것 같아요, 0
잘보고 갑니다., 1
항상 환경보고 문제에 예민했었는데 ㅠㅠ 감사합니당, 1
"고창군, 정신나갔나..? 제발 고창군 환경을 지켜주세요!", 3
지구를 위해 ..자손들을 위해 .. 노력하겠습니다, 0
좋은 팁 감사합니다, 1
"환경 지키는 일은 환경에 관심을 가진 사람들이 하는 특별한 행동이라고 생각했는데 일회용기 대신 천 수건을 사용하고 텀블러 세척 방법을 제대로 하고 사용해서 일회용기 사용을 줄이고, 먼지를 제대로 없애는 방법, 정말정말 어려운 쓰레기 분리수거 내용까지 실생활에서 정말 도움이 되는 영상이었습니다. 환경보전 가까운 습관이네요", 0
이 영상을 계기로 어떻게 환경보호를 실천해야 할지 알게 된 것 같아 의미 있었네요 유익한 영상 감사합니다 저도 꿀 팁들 열심히 지켜보겠습니다 우리 환경이 늘 아름답게 우리 곁에 함께 하기를 바랍니다!, 1
파인에플 껍질이 수분이 있어 당연히 음식물 쓰레기 인줄 알았는데! 일반 쓰레기 인줄 몰랐어요 ! 좋은 정보 감사드려요~, 1
"지구를 위해,우리의 자손 그리고 우리를 위해서.. 환경오염에 대한 법적 조치를 취할 수 있도록 청원한번씩 부탁드립니다.", 2
"플라스틱 많이 나오는 생수 구입이 꺼려지는데, 대안이 없을까요? 수돗물 그대로 음용하면 되는건지, 필터사용하는 정수기를 사용하는게 옳은건지 방법에 따라 환경에 미치는 영향과, 물에 중금속이나 불순물 비교하는 영상도 있으면 너무 좋을것같아요", 2
잘보고 갑니다^^, 1
좋은 생각인데. 채식을 해보길 추천합니다., 1
영상잘보고가요~^^ 식탁의에도 천수건 비치 꼭 해야겠네요 !, 0
분리배출 방법이 생각처럼 쉽지않네요., 2
정치인들 기부소식은요?그리고 다른사람은 몰라도 유재석5천은 아니지않나? 몇십년을 국민들사랑으로 부를 축적했는데.., 3
꼭 기부금 산불에 피해 보신분들 도와주길 가수님 연예 들 좋은일 하십니다 돈만이 벌어서 가정에 행복이 깃 드시길 감사 감사 ㅡ, 1
정말착하다, 1
"안녕하세요! 선플달기운동을 하고 있는 학생입니다 산불로 인해 피해를 입으신 분들께 깊은 위로와 응원의 말씀을 전합니다 많은 연예인분들이 기부를 함으로써 피해받으신 분들께 도움을 드리고 , 그 고통을 나누고자 하는 마음이 감동적이고 멋있다고 생각합니다 산불로 인한 피해 복구에 도움이 되길 바라며, 모두의 안전과 빠른 회복을 기원합니다!", 1
가수님들 감사 드려요 ㅡ, 1
연예인들 좋은일 하시네요 더 인기가 만아서 돈만이 버세요, 1
정말조은일에 동참해주셔서 감사하네요.쉽지않은일인데.마음이 따뜻해지네욤. 혜리님도 제가참 조아하는분인데 역시~또 따뜻한후원금 기부하셧네요! 감사드립니다, 1
산불이 이미 예견되었는데 개나 동물들 목줄이나 철장을 열어놓치 않아 타죽게 한 인간들은 절대 도와주면 안됩니다., 3
안녕하세요? 저는 도덕 수행평가로 선플 달기 챌린지에 참여하게 된 황온입니다. 큰 산불이 났다는 소식에 산불 지원금으로 계속 기부하시는 연예인분들이 대단하다고 생각합니다. 여러 연예인분들도 자신이 원하는대로 사용하고 싶을텐데 산불 지원금으로 기부하시는것을 보고 저도 부모님을 통해 적지만 만원이라는 돈을 산불 지원금으로 기부했습니다. 연예인분들의 모범이 되는 행동들로 제가 작은 용기라도 내어 적지만 돈을 기부할수 있어 긍정적인 감정도 느낄수 있었어요. 앞으로도 좋은 영상과 활동 부탁드립니다. 감사합니다., 0
진짜 전현무.박나래 500만원 맞나요? 헐, 2
조 근로소득세 월급쟁이 내는세금 200조 부가가치세 200조 법인세 나머지는 지방세 700조 거두면 수도권에 집중포화합니다 지방은 쬐끔 바보국민은 몰라 왜 언론도 모두 중앙에서 잇거든 기사를 안써요 바보국민은 박정희 전두환 노태우 김대중 김영삼 노무현 지역감정 아직도 왜 기레기 언론이 기사를 안써 알아듣게 써야되는데 수도권에 집중폿화 박수를 보낸다, 3
어차피 정부가 4조8000억 예비비 잇어요, 3
기부가 좋은일 맞는데 사실은 세금으로 내는거나 같아요 언론도 제대로 하세요 무식한국민 자세히 말 안하면 몰라, 3
기부금은 전액 소득에서 띱니다 나라에 세금 내는것이나 이거 기부하는것이나 똑 같아요 대기업 50억 100억 기부 그러면 대단하것 같지만 모두 공제해서 받아요, 3
이찬원1억원과. 이찬원찬스님모금1억2천만원! 찬스님들홧팅!, 2
안녕하세요. 저는 도덕 수업 숙제로 선플 달기를 하고 있는 중학교 3학년 학생입니다. 이렇게 솔선수범해서 연예인 분들이 기부한 덕분에 피해 입으신 분들이 조금이라도 도움을 받지 않으셨을까 생각합니다. 선한 영향력이 나비 효과를 불러 일으켜 많은 시민들께서도 기부를 많이 하고 계신 것 같습니다. 꼭 해야 하는 게 아닌데 먼저 나서서 선한 영향력을 주셔서 감사합니다. 선행하시는 분들 항상 응원하겠습니다!, 1
연예이들 좋은 일들 하십시요 기부 해주세요 감사 감사, 1
대한민국은 국가가 힘들면 항상 잘 뭉친다..!, 1
임영웅 조용히 기부하는 분입니다 펜크럽 영웅시대 가수를 닮아 꾸준하게 기부와 봉사하는 선한영향력을 널리 알리고 있습니다. 언론은 진실만을 써야 합니다 펜은 총 칼보다 강합니다 이말은 정직한 언론을 말하는 겁니다 발로뛰고 눈으로보고 확인 되지도 않은 걸 퍼트리고 제목만 바꿔 악의적인 기사 죄없는 연예인의 목숨을 위협합니다. 악의적인 기사 이제그만! 부탁드립니다., 2
냈읍니다 ?안내면, 2
재석이 몇년전에는 5천 기부함, 2
기부하는건 지맘이지만 유재석 ㅋㅋ, 3
가상의 아이돌 플레이브는 가상의 돈으로 기부했냐?, 3
. . . . 부끄러운줄 알아라, 3
대기업이고 귀족노조인 언론사나 기자들부터 성금을 내면서 연예인들에게 경쟁.위화감 조성하는 성금 방송해라. 일부 빼고는 다 니들보다 어려운게 연예인이다. 니들이 공산당이냐? 왜 선동.조작질로 니들은 내지도 않으면서 연예인 성금 조성질이냐? 언론사가 성금을 안내면서 위선 방송하는거 금지시켜라. 돈 뜯어내는 방송이다., 3
김호중팬들도3억5천기부했다는데요, 2
기부해주신분들 감사합니다, 1
유재석은 기부 꾸준히하는거 대단하다, 1
임영웅 3억 소속사대표1억 영웅시대7억 기부함 대단해요, 1
연예인에게만 기부강요하지말고 정치인들도 기부에 동참하고 기자나 언론인들도 동참하기를, 1
놀라운건 현재 기부금만 100억이 넘어가는데 정작 재난민들은 아직도 불 안 꺼진곳도 있고 많은 이들이 아직도 대피소에서 생활중이라는거, 2
임영웅님 4억 정말 인성이 최고, 1
기부금 제대로 쓰여지고 있는지..제대로 조사해야함, 3
국회의원도 기부모금 동참 헌금 참여한다는 소식 기다려집니다~, 3
유재석 도이젠그만.., 3
민간에서도 기부 해주고 있는데 이렇게 연예계에서도 큰 금액을 서슴치 않고 기부해주니 마음이 따뜻해지네요 산불 피해자분들 빨리 나으세요, 1
진짜 정치인들은 기부아하네, 3
연예인분들이 정치인보다 훨씬 낫네 항상 기부하신분들 연예인들 감사합니다, 3
영탁 영블스 2억 5천 넘게 기부했답니다 선한영향력 연애인 분들 최고입니다 산불피해 입으신분들 위해 잘쓰여지길 바랍니다, 1
네 세금빼면 40프로 남을듯, 3
영탁 가수 1억 영탁 팬덤 1억5천 2억5천넘게 기부했네요 산불피해자분들 힘내시기 바라며 하루빨리 일상으로 돌아갈수있길 두손모아 기도드립니다, 1
재난지원금? 뭐 30만원이라고하던데 저 기부한 수억원들이 다어디로갈라나, 3
정국이 10억 뷔2억 알엠1억도 있어여~, 3
유재석 5천은 걍 거론도하질마라 국민들한테 받은 사랑 (연봉 몇백억인지 감도안옴) 거서 5천은 개 짜치지않나?ㅋㅋ, 3
사람들 기부 가지고 왈가왈부 안했다 기부하든 말든 자기 마음이니까 그렇지만 예산 삭감하고 지들 월급을 올리는 국회의원들은 기부해라 니들이 월급 올린 그 돈은 원래 국민을 위해 쓸 피같은 돈이었다, 3
임영웅 은 기부금 최고다 4억원 기부 했다, 1
근데 연옌들은 1억 2억씩 그냥 기부하네.. 기부하는건 좋다만 대체 얼마를 버는걸까? 우리같은 일반직장인.. 대기업 다닌다해도 1억기부해라면 과연 할 수 있을까?, 2
김호중도 팬클럽에서 가부 했네 빨리 복귀 했으면, 2
"기부안한 연예인 강호동, 김구라, 권상우, 장동건, 김태희, 김승우, 김남주", 3
정말 잘된 일 같아요! 멋지다고 생각해요 저도 나중에는 남을 위하는 멋진 사람이 되고싶어요!, 0
근데 저거 선한영향력 펼치면 뭐함 누구는 얼마했네 누구는 안했네 ㅈㄹ염병하는데, 3
임영웅 영웅시대 이름으로 3억 물고기소속사1억 합계 4억 기부 햇네요., 2
근데 왜국회에서는 한푼도 기부했다는소리가없을까요, 3
국민 5천이라 대단 국민은 이제빼자 5천.., 3
박나래 500 전현무500, 2
장윤정님 기부종 하시죠?., 3
유재석 5천만원 ㅋㅋ, 2
정동원 가수님 1억 3천만원 기부했습니다, 2
돈 잘 버시는 배우님들은 뭐하고 있냐? 이러니 영화들 안 보러가지, 3
국회의원은 기부안하나 급여도최상급인데 반으로사걈해야한다, 3
정치인들도 기부 하나요?, 3
저 돈이 투명하게 쓰이는지도 조사 해야할텐대, 3
임영웅 4억기부~, 2
국회의원들은 안하나, 3
연예인들도 항상기부하는 사람은 정해져있군요 돈많다구 자랑하는것들은 기부하는거 한번도 못보네 기가차다, 3
정동원 가수님1억 팬클럽3천 고3 학생이 정말 가특합니다, 1
유재석 5천..음..ㅋ 물론 기부는 잘한일이지만.. 유재석급에 사실상 생색내기.., 3
왜 정치인들은 기부 안하지, 3
지디 3억기부..ㄷㄷ, 2
"정국이 혼자 10억기부했는데 5억은 산불피해, 5억은 소방관 처우개선을 위해 써달라고 했네요 얼마나 대단하고 사려깊은지 정말 대단합니다.", 1
저 기부금 중간에 먹는 사람 없게 잘확인하시길 바랍니다, 3
정치인했다는 소리는없네, 3
업비투 두나무얼마함?, 2
이세영 배우님 얼른 기부하세요 여자 아역배우들 거의다 기부했어요 얼른, 3
기부한 돈은 누가 받아 관리하나! 사기꾼 천지 국가라서 벌떼들같이 뜯어 쳐먹는 놈들 달겨 드는거 아님! 기부하는 사람도 잘 챙겨주소!, 3
유재석5천, 2
정동원 1억3000천 어린나이에 대단합니다, 1
쏘니 2억 감사, 1
국개의원 감사합니다. 힘든 지역을 위해 기부해주셔서 (꺼억. 존나 맛있다! 이맛에 국개의원하지!), 3
한지민도 5천했는데 여기는 안나오네요 한지민은 여기뿐만 아니라 전에도 몇번했어요 하는사람읕 눌해요 아무리 돈많이 벌어도 언하는 사람은 안하더라 국회의원들은 왜 아무도 안하나, 3
김희재 방송활동도 없이 5000만원 기부했어요 마음이 이쁜 울 가수 올해는 삼사방송에 많이 나와주세요, 1
코요테 3천만원 기부했다고 머라 하는 인간들 사람이 되길..어차피 정치적으로 똑같은 결과 항상 나오니까 신경 않쓰는 거임.., 3
정동원 1억3천기부했습니다 대단합니다, 1
아니 신기한건 연애계의 기부금에 대한 기사인데 정치인 나오는거 부터가 우리나라도 재밌음 근데 맞기는함ㅋㅋ 저도 같은 생각은 가지고 있는데 그래도 아이돌 칭찬 댓글들이 배댓에는 올라와있는게.., 3
영탁 가수 매년 1억기부 대단해요 영탁앤블루스 영탁팬들 1억5천 기부했네요 가수 닮아 훈훈하네요, 1
유재석은 가족도 있는데 항상 기부하는게 대단함.., 1
국회의원 대통령은 재벌인데. 기부한거. 본적이없네. 검찰 재벌도. 기부를안하네. 연애인들만 하네, 3
"황영웅가수도 1억, 파라다이스팬들 4000만원 기부했습니다", 2
박서진가수님 1억기부 에다가 더해서 물품까지 참으로 대단하고 따뜻한 가수님께 감사하고 모든분들께 기부 감사드립니다, 1
국민 국민 국민.. 외치는 국회의원들은 왜 기부 안하나요?, 3
"중소 유튜버들도 다 100만원, 대형 유튜버들은 2000만원씩 기부하는 모습들 너무 따뜻함", 1
세븐틴 미쳤다 ㄷㄷ 10억이라니.., 2
오ㅐ저나라에 저기에 미얀마가 더시급한데 대한민국 헌법부정한 북한같은 존재들인데 돈이 아깝네, 3
정동원 고3학생이 1억 기부 대견하네요 우총님들 3천 물품지원 감사해요, 1
재석아 너나이 몇이니? 팔순 아니팔똥까지도 오락할래 야이 정시적으로 치매노인색꺄?, 3
더럽다 좃생들아 뜩별히 재석아 고것밖여못하냐 배아프냐 종원이보다더한새기 이제ㅣ부테 나이에 앚는방송해라 사회에ㅣ도움이되는방송 그 어리서과 유치함을 언제까까지우려처먹을래 나쁜놈아, 3
이찬원은 데뷔한지 5년밖에 안됐는데 23년도엔 수해 기부 1억하고 작년엔 취약계층 위해 1억 기부했지 산불피해 1억까지 큰 거만 얘기해도 3억이네 작년에는 직접 김장 50포기를 정성껏 담가서 독거노인에 전달하기도 했지 이찬원 대단하다, 1
우리나라 국회의원님들 이번산불 피해지역 예산세우지말고 국회의원 300분 모두 피해분들 원상회복할때까지 모든국회원원 보수로 지원하세요 이번화마 살을이르신분들의 세금으로 여짓거 행복하게 살아오신분드리 이번 회복할때까지 지원하세요, 3
야전침대라도 보내서 소방관님들 잠시라도 쉴 수 있게 하던가 회복하시고 쉴 수 있는 무언가 제공되면 좋겠어요 소방관님 체력이 생명인데 ㅠ, 1
화재 진압 일반인은 도올수 있는 방법이 없나요? 가서 소방관들 물통이라도 날라주고 싶습니다 아무리 검색해도 어떻게 하는지 안보이네요, 0
"민노총, 주사파 조사해라", 3
2찍들이 지옥가는게 더 빠릅니다 2030들 피 뽑아서 산불 진화 합시다, 3
전쟁나면 미사일몇방으로 한국 다타겠노, 3
가고싶은데 루트가없다., 0
훈련받은 인력이 없으니까하는말이지~저아저씨 현실감없네~입만살아서. 집에가라 나와서 지끼지말고~짜증난다~, 3
"동시다발 산불이 자연 발화 가능할까요..? 중공,북괴 지령받은 간첩들의 소행.", 3
아 너무 진짜.. 이렇게 산불로 슬픈건 처음이네.. 너무한거아닌가.. ㅠㅠ 다 태워버리네 ㅠㅠ, 2
의료봉사 방법 찾고 있는데 루트가 아무리 봐도 안보이네요., 0
일반시민도 도울수 있나요 잔불정리 잔해정리 자원봉사 갈수있음 가야겠네요 그대신 윤씨탄핵부터 얼른해결하쇼, 3
다들 각자 불씨 조심부터 1번입니다ㅠㅠ, 2
소방관 영상보고 엇그제 이와중에 촬영하냐교 질알한 자식있었지. 시쟐넘, 3
수도권 포함하여 전 국민들이 다들 가서 불 껐으면 좋겠다 ! 하다못해 자원봉사라도 해야 한다 !, 2
환경단체 각성해라, 3
기운만 있으면 서로 조금씩이라도 도우려는게 좋지않을까요 나라만 살릴 수 있으면 군인도 일반국민도 미국도움도 좋씁니다, 0
"이렇게 피해는, 처음이잖아요", 2
"군이라도 동원해야 되는것,아닌가요,인명이 우선아닌지 걱정입니다", 2
빨리 민방위소집하고경찰들군인들 해병대 불끄러 가자나라 다 타게따, 3
파면이되야시민들이음직이죠 지금시민들의분노가너무마니차있습니다 파면만이답입니다!, 3
일반 국민들도 가서 도울수 있는 부분이 있으면 돕고싶습니다 국민들이 나서야 할때인것 같은데요 너무 슬픕니다, 0
일반시민도 돕기는 좋겠지만 여성소방공무원까지 화재진압에 출동하고도 힘들면 손내밀어야 하지 않을까 싶네요, 2
파업 의료인은 회개의 기회가 왔다. 재난 지역으로 자원 봉사 가는건 어떤가.?, 3
행안부^뭐하냐? 산불끄기^경찰30만명^ 지원해라^국가가 위기다 산불끄기 경찰^10만명^ 동원해서 투입하라^ 대통령잡는데 4000명 동원했는데^불끄기에는 최소 10만명 동원하시라^ 세금으로 운영되는 경찰^ 불끄기에 투입하라^, 3
전국의 모든 산이 너무 우거져서 산 불 진화가 어렵겠제에 ~? 이젠 빨리 정부가 매년 산의 나무를 벌목을 적절히 잘 해서 미리 미리 초대형 산불에 대비를 잘 하는 정치 질을 빨리 해야 하겠제에 ~?, 3
무속인들의 ㅡ 굿판등으로산불발생 경우도 많아요!, 2
진짜 멋있고 존경합니다. 애터미 제품 많이 구매해야겠어요., 0
애터미시작한지 일년되었는데 알면알수록 너무 좋은기업이라는사실을 알게되었습니다~ 특히 이번 산불피해로 힘든시간을 보내고 계신분들께 도움을 준 사실에 애터미가 자랑스럽습니다, 1
감사합니다 축하드립니다 모두모두 안전예방 힘 빛 명상 과함께 건강하시고 즐거운 시간 보내세요 우주힘 초광력 감사합니다, 1
기부금을 어떻게 썼는지 내역을 감사해야 합니다. 자기들 상품 도로 구입해서 물품으로 나눠주면 의미 없다고 봅니다., 3
헐 이거뭐지? 나 지금 어떤목사가 애터미랑 연관되어있다길래 이거 약간 사이비냄새도나고 다단계랑 관련있는거아냐? 하고 검색해서 들어왔는데 애터미는 어떤기업인거지? 다단계회사로만 알고있었는데 뭔가 좀 이상한데 내가 잘못안건가?, 3
넘 훌륭합니다. 앞으로 에테미제품 많이쓸께요.홧팅!, 0
극우집회 교회 장로님이자 애터미 회장님 대단!, 3
회장님부부는 착한부자 .돈의가치를 아시는부자.하나님의 일꾼! 이세상에 회장님같은사람만 있다면 천국일텐데~, 1
존경합니다항상번창하세요..응원합니다, 1
돈이 많아도 하기 힘든 일을 하셨는데 너무 조회수가 없네요 좋은일하신거 많이 알릴께요, 1
에터미 대박나라, 1
저두 그냥 애터미 쓰고있는데요 앞으로 더 많이구매할께요, 3
애터미 최고예요~, 1
최고의 경영자십니다, 1
사랑의 열매 명예회장이 김건희예요. 기부하면 45프로 정도 기부받은 기관이 사용. 김건희에게 45억 뇌물 준 건 아닌가?, 3
애터미 치약 쓴지 오래 됫어요 치약많이 사서 지인들께 선물해야겠어요 감사합니다 애터미 많이 애용합시다, 0
물티슈 진짜 기깔나긴함, 2
멋저요 에터미 애용합시다, 0
영혼을 소중히 여기는 기업 애터미, 2
와..애터미품질 좋아 사용하는거 여러개있는데.., 2
애터미 제품중에서 저는 헤모힘이랑 앱 솔루트 화장품이 정말 좋더라구요 진짜좋은데 가격도 싸요. 돈 많다고 다 저만큼 기부하는 거 아닌데 정말 존경스럽습니다., 1
애국이신 박한길 성은다르지만 전한길열사 만세만세존경합니다, 1
애터미회장님 대한민국애국자님, 1
대박!돈 있어도 기부는 쉬운게 아닌데 대단하세요~용기가 대단하십니다, 1
저도 100억기부할수있는사람이 되고싶습니다, 0
에터미 대박나시길~, 1
훌륭하십니다. 존경합니다 회장님!, 1
애터미 대구 집회 세이브코리아에 100억 기부했다는데 진실여부를 밝혀라 니네도 서북청년단 찌끄레기들이냐, 3
대단하시네요~^^믿음의 기업이 본을 보이셨네요! 더욱 번창하시길요!, 1
대단들하다 댓글., 2
존경합니다 우리나라대기업들도 이러지 않는데 정말 멋지십니다!, 1
애터미 짱~, 1
애터미치약이랑칫솔 영양제등등 주문합시당!^^ 제품이 가성비도 좋고 품질도 좋고 회장님마인드도 좋고 그러네요, 1
멋진 장로님 감사드립니다, 1
애티미 물티슈 좋음, 2
국회의원은 기부안하나, 3
애터미감사합니다 우리국민 애터미 애용합시다, 1
애터미 베이스와 비비 쓰고있는데 좋아요~, 1
애터미 흥하십시요. 존경합니다., 1
무슨 회사인가 했더니 다단계 유통회사. 내 이럴줄 알았지, 3
이런게 1타 2피 ㅎㅎ, 2
애터미 다단계임 속지마 이미지세탁하려는거임, 3
세상에 100 억이요? 대단해요~, 1
감사합니다~, 1
어머 애터미 사용하게요, 1
멋지네요!, 1
애터미 불매해야함 사랑의 열매 김건희, 3
몇년째 우리나라에서 가장 존경받는 는 역시 급이 다르네요., 1
정말 가슴 아픈데 우리도 지금 재난중이건만 정작 정부에서는 여당 지지쪽 이라고 방송도 적게 내보내고 오히려 우방국도 아닌 공산국가 미얀마에 30억이나 보낸걸 보니 어이상실이다. 재난구호 기금이 모자라 추경하자고 하면서 미친거 아닌가, 3
치약은 애터미.., 2
좋은기업 애터미, 1
산불 피해로 죽은 동물과 다친 동물 아직도 사람 손길이 닿지 못하고 숨어있을 동물들을 위한 지원도 부탁드려요, 1
와.. 대단하십니다.. 수익금을 다시 돌려주는거 같네요.. 애터미 제품 꾸준히 잘 이용하겠습니다., 1
억 똑바로 쓰이길~, 3
형보수지했네~, 3
회원들은 힘든대. 불난대기부 해서. 얼굴 알리고. 짜증난다, 3
클라스가 다르네, 2
애터미 고객인데 앞으로 번창하시길 바랍니다~, 1
